"","YEAR","ID","RACE","SEX","AGE","SIBS","RES16","FAMILY16","BORN","PARBORN","REALRINC","INCOM16","PAEDUC","MAEDUC","PAPRES105PLUS","MAPRES105PLUS","REALINC","HOMPOP","FINRELA","PRESTG105PLUS","EDUC","RES161","COMTYPE","HPARPRES","HPAREDU","FEMALE","BOTHPAR","WHITE","RES16MID","FIPP","lnREALRINC","lnFIPP","RESNOWBIG"
"485",2004,1065,1,2,49,4,1,1,1,0,134008.440726,3,12,15,18,55,128434.605938,2,NA,64,14,NA,NA,55,15,TRUE,1,1,0,64217.302969,11.8056580674418,11.0700279700161,NA
"486",1988,598,1,1,83,7,2,1,1,0,NA,2,4,-1,58,-1,13269,1,3,20,8,NA,NA,58,4,FALSE,1,1,0,13269,NA,9.49318576653644,NA
"487",1998,2576,2,2,37,4,3,1,1,0,22392,NA,11,13,62,62,22392,2,3,26,12,NA,NA,62,13,TRUE,1,0,0,11196,10.0164590311953,9.32331185063534,NA
"488",2010,1564,3,2,56,2,3,1,1,0,2331,3,5,12,58,18,23310,1,3,87,16,NA,NA,58,12,TRUE,1,0,0,23310,7.75405263903576,10.0566377320298,NA
"489",1994,573,1,2,53,4,6,4,1,8,6876,2,8,-1,63,-1,8595,2,2,36,12,NA,NA,63,8,TRUE,0,1,1,4297.5,8.83579236650274,8.365788737257,NA
"490",2002,1949,1,2,59,2,3,1,1,0,34413.5,3,-1,8,62,-1,34413.5,2,3,39,12,NA,NA,62,8,TRUE,1,1,0,17206.75,10.4462042082368,9.75305702767684,NA
"491",2002,1782,2,2,37,1,5,1,1,0,NA,4,13,8,90,-1,NA,4,NA,64,14,NA,NA,90,13,TRUE,1,0,1,NA,NA,NA,NA
"492",1976,529,1,2,30,3,5,1,NA,NA,NA,3,6,-1,35,-1,25465,4,3,11,10,NA,NA,35,6,TRUE,1,1,1,6366.25,NA,8.75876587819881,NA
"493",2014,2515,1,1,46,4,5,4,1,0,15372.5,3,8,-1,29,-1,15372.5,2,3,29,12,NA,NA,29,8,FALSE,0,1,1,7686.25,9.64033547782762,8.94718829726768,NA
"494",2004,1217,1,2,24,1,4,1,1,0,8302.25,3,12,12,29,9,33209,4,NA,29,16,NA,NA,29,12,TRUE,1,1,1,8302.25,9.02428184138532,9.02428184138532,NA
"495",1984,1260,2,1,69,11,2,1,1,0,NA,2,1,5,58,-1,15132,2,3,29,4,NA,NA,58,5,FALSE,1,0,0,7566,NA,8.93141980519298,NA
"496",2002,2224,1,2,54,6,3,1,1,0,NA,2,12,8,37,14,NA,2,NA,55,10,NA,NA,37,12,TRUE,1,1,0,NA,NA,NA,NA
"497",2006,2506,2,2,48,6,4,1,1,0,21318.75,4,12,12,18,88,25582.5,2,3,24,18,NA,NA,88,12,TRUE,1,0,1,12791.25,9.96734224616696,9.45651662240097,NA
"498",1976,712,1,1,25,3,3,1,NA,NA,25465,3,12,16,18,-1,35651,2,3,49,16,NA,NA,18,16,FALSE,1,1,0,17825.5,10.1450602393187,9.78838529537997,NA
"499",2008,336,1,1,66,1,3,5,1,0,NA,3,-1,12,-1,55,64260,2,4,83,16,NA,NA,55,12,FALSE,0,1,0,32130,NA,10.3775454521099,NA
"500",1993,1213,2,2,78,1,6,1,1,0,NA,1,12,8,39,-1,2751,1,2,14,12,NA,1,39,12,TRUE,1,0,1,2751,NA,7.91971976092457,1
